Time,I(L1),ILfilt,VA
0.0115631,-371.2,-318.974,-66.5037
0.0115632,-324.668,-319.114,-66.512
0.0115632,-278.133,-319.253,-66.5203
0.0115633,-231.594,-319.393,-66.5286
0.0115633,-185.054,-319.532,-66.537
0.0115634,-138.511,-319.672,-66.5453
0.0115634,-91.9667,-319.811,-66.5536
0.0115635,-45.4219,-319.95,-66.5619
0.0115635,0.000150409,-320.088,-66.5703
0.0115636,0,-320.226,-66.5786
0.0115636,0,-320.363,-66.5869
0.0115637,0,-320.5,-66.5952
0.0115637,0,-320.636,-66.6035
0.0115638,0,-320.771,-66.6119
0.0115638,0,-320.905,-66.6202
0.0115639,0,-321.039,-66.6285
0.0115639,0,-321.173,-66.6368
0.011564,0,-321.305,-66.6451
0.011564,0,-321.437,-66.6534
0.0115641,0,-321.569,-66.6617
0.0115641,0,-321.7,-66.67
0.0115642,0,-321.83,-66.6784
0.0115642,0,-321.959,-66.6867
0.0115643,0,-322.088,-66.695
0.0115643,0,-322.216,-66.7033
0.0115644,0,-322.344,-66.7116
0.0115644,0,-322.471,-66.7199
0.0115645,0,-322.597,-66.7282
0.0115645,0,-322.723,-66.7365
0.0115646,0,-322.848,-66.7448
0.0115646,0,-322.972,-66.7531
0.0115647,0,-323.096,-66.7614
0.0115647,0,-323.219,-66.7697
0.0115648,0,-323.341,-66.778
0.0115648,0,-323.463,-66.7863
0.0115649,0,-323.584,-66.7946
0.0115649,0,-323.705,-66.8029
0.011565,0,-323.825,-66.8111
0.011565,0,-323.944,-66.8194
0.0115651,0,-324.063,-66.8277
0.0115651,0,-324.181,-66.836
0.0115652,0,-324.298,-66.8443
0.0115652,0,-324.415,-66.8526
0.0115653,0,-324.531,-66.8609
0.0115653,0,-324.647,-66.8692
0.0115654,0,-324.762,-66.8774
0.0115654,0,-324.876,-66.8857
0.0115655,0,-324.99,-66.894
0.0115655,0,-325.103,-66.9023
0.0115656,0,-325.215,-66.9106
0.0115656,0,-325.327,-66.9188
0.0115657,0,-325.438,-66.9271
0.0115657,0,-325.548,-66.9354
0.0115658,0,-325.658,-66.9437
0.0115658,0,-325.768,-66.9519
0.0115659,0,-325.876,-66.9602
0.0115659,0,-325.984,-66.9685
0.011566,0,-326.092,-66.9767
0.011566,0,-326.198,-66.985
0.0115661,0,-326.305,-66.9933
0.0115661,0,-326.41,-67.0016
0.0115662,0,-326.515,-67.0098
0.0115662,0,-326.619,-67.0181
0.0115663,0,-326.723,-67.0263
0.0115663,0,-326.826,-67.0346
0.0115664,0,-326.928,-67.0429
0.0115664,0,-327.03,-67.0511
0.0115665,0,-327.131,-67.0594
0.0115665,0,-327.232,-67.0677
0.0115666,0,-327.332,-67.0759
0.0115666,0,-327.431,-67.0842
0.0115667,0,-327.53,-67.0924
0.0115667,0,-327.628,-67.1007
0.0115668,0,-327.726,-67.1089
0.0115668,0,-327.823,-67.1172
0.0115669,0,-327.919,-67.1254
0.0115669,0,-328.014,-67.1337
0.011567,0,-328.109,-67.1419
0.011567,0,-328.204,-67.1502
0.0115671,0,-328.298,-67.1584
0.0115671,0,-328.391,-67.1667
0.0115672,0,-328.483,-67.1749
0.0115672,0,-328.575,-67.1832
0.0115673,0,-328.667,-67.1914
0.0115673,0,-328.758,-67.1996
0.0115674,0,-328.848,-67.2079
0.0115674,0,-328.937,-67.2161
0.0115675,0,-329.026,-67.2244
0.0115675,0,-329.114,-67.2326
0.0115676,0,-329.202,-67.2408
0.0115676,0,-329.289,-67.2491
0.0115677,0,-329.376,-67.2573
0.0115677,0,-329.462,-67.2655
0.0115678,0,-329.547,-67.2738
0.0115678,0,-329.632,-67.282
0.0115679,0,-329.716,-67.2902
0.0115679,0,-329.799,-67.2985
0.011568,0,-329.882,-67.3067
0.011568,0,-329.964,-67.3149
0.0115681,0,-330.046,-67.3231
0.0115681,0,-330.127,-67.3314
0.0115682,0,-330.207,-67.3396
0.0115682,0,-330.287,-67.3478
0.0115683,0,-330.366,-67.356
0.0115683,0,-330.445,-67.3643
0.0115684,0,-330.523,-67.3725
0.0115684,0,-330.601,-67.3807
0.0115685,0,-330.677,-67.3889
0.0115685,0,-330.754,-67.3971
0.0115686,0,-330.829,-67.4053
0.0115686,0,-330.904,-67.4136
0.0115687,0,-330.979,-67.4218
0.0115687,0,-331.053,-67.43
0.0115688,0,-331.126,-67.4382
0.0115688,0,-331.198,-67.4464
0.0115689,0,-331.271,-67.4546
0.0115689,0,-331.342,-67.4628
0.011569,0,-331.413,-67.471
0.011569,0,-331.483,-67.4792
0.0115691,0,-331.553,-67.4874
0.0115691,0,-331.622,-67.4956
0.0115692,0,-331.69,-67.5038
0.0115692,0,-331.758,-67.512
0.0115693,0,-331.826,-67.5202
0.0115693,0,-331.892,-67.5284
0.0115694,0,-331.958,-67.5366
0.0115694,0,-332.024,-67.5448
0.0115695,0,-332.089,-67.553
0.0115695,0,-332.153,-67.5612
0.0115696,0,-332.217,-67.5694
0.0115696,0,-332.28,-67.5776
0.0115697,0,-332.343,-67.5858
0.0115697,0,-332.405,-67.594
0.0115698,0,-332.466,-67.6022
0.0115698,0,-332.527,-67.6104
0.0115699,0,-332.587,-67.6186
0.0115699,0,-332.647,-67.6267
0.01157,0,-332.706,-67.6349
0.01157,0,-332.765,-67.6431
0.0115701,0,-332.822,-67.6513
0.0115701,0,-332.88,-67.6595
0.0115702,0,-332.936,-67.6677
0.0115702,0,-332.993,-67.6758
0.0115703,0,-333.048,-67.684
0.0115703,0,-333.103,-67.6922
0.0115704,0,-333.158,-67.7004
0.0115704,0,-333.211,-67.7086
0.0115705,0,-333.265,-67.7167
0.0115705,0,-333.317,-67.7249
0.0115706,0,-333.369,-67.7331
0.0115706,0,-333.421,-67.7412
0.0115707,0,-333.472,-67.7494
0.0115707,0,-333.522,-67.7576
0.0115708,0,-333.572,-67.7658
0.0115708,0,-333.621,-67.7739
0.0115709,0,-333.67,-67.7821
0.0115709,0,-333.718,-67.7903
0.011571,0,-333.765,-67.7984
0.011571,0,-333.812,-67.8066
0.0115711,0,-333.859,-67.8147
0.0115711,0,-333.904,-67.8229
0.0115712,0,-333.95,-67.8311
0.0115712,0,-333.994,-67.8392
0.0115713,0,-334.038,-67.8474
0.0115713,0,-334.082,-67.8555
0.0115714,0,-334.125,-67.8637
0.0115714,0,-334.167,-67.8718
0.0115715,0,-334.209,-67.88
0.0115715,0,-334.25,-67.8881
0.0115716,0,-334.291,-67.8963
0.0115716,0,-334.331,-67.9044
0.0115717,0,-334.37,-67.9126
0.0115717,0,-334.409,-67.9207
0.0115718,0,-334.447,-67.9289
0.0115718,0,-334.485,-67.937
0.0115719,0,-334.522,-67.9452
0.0115719,0,-334.559,-67.9533
0.011572,0,-334.595,-67.9615
0.011572,0,-334.631,-67.9696
0.0115721,0,-334.666,-67.9777
0.0115721,0,-334.7,-67.9859
0.0115722,0,-334.734,-67.994
0.0115722,0,-334.767,-68.0022
0.0115723,0,-334.8,-68.0103
0.0115723,0,-334.832,-68.0184
0.0115724,0,-334.863,-68.0266
0.0115724,0,-334.894,-68.0347
0.0115725,0,-334.925,-68.0428
0.0115725,0,-334.955,-68.051
0.0115726,0,-334.984,-68.0591
0.0115726,0,-335.013,-68.0672
0.0115727,0,-335.041,-68.0753
0.0115727,0,-335.069,-68.0835
0.0115728,0,-335.096,-68.0916
0.0115728,0,-335.123,-68.0997
0.0115729,0,-335.149,-68.1078
0.0115729,0,-335.174,-68.116
0.011573,0,-335.199,-68.1241
0.011573,0,-335.223,-68.1322
0.0115731,0,-335.247,-68.1403
0.0115731,0,-335.27,-68.1484
0.0115732,0,-335.293,-68.1566
0.0115732,0,-335.315,-68.1647
0.0115733,0,-335.337,-68.1728
0.0115733,0,-335.358,-68.1809
0.0115734,0,-335.378,-68.189
0.0115734,0,-335.398,-68.1971
0.0115735,0,-335.417,-68.2052
0.0115735,0,-335.436,-68.2133
0.0115736,0,-335.455,-68.2215
0.0115736,0,-335.472,-68.2296
0.0115737,0,-335.489,-68.2377
0.0115737,0,-335.506,-68.2458
0.0115738,0,-335.522,-68.2539
0.0115738,0,-335.538,-68.262
0.0115739,0,-335.553,-68.2701
0.0115739,0,-335.567,-68.2782
0.011574,0,-335.581,-68.2863
0.011574,0,-335.594,-68.2944
0.0115741,0,-335.607,-68.3025
0.0115741,0,-335.62,-68.3106
0.0115742,0,-335.631,-68.3187
0.0115742,0,-335.643,-68.3268
0.0115743,0,-335.653,-68.3349
0.0115743,0,-335.663,-68.3429
0.0115744,0,-335.673,-68.351
0.0115744,0,-335.682,-68.3591
0.0115745,0,-335.69,-68.3672
0.0115745,0,-335.698,-68.3753
0.0115746,0,-335.706,-68.3834
0.0115746,0,-335.713,-68.3915
0.0115747,0,-335.719,-68.3996
0.0115747,0,-335.725,-68.4076
0.0115748,0,-335.73,-68.4157
0.0115748,0,-335.735,-68.4238
0.0115749,0,-335.739,-68.4319
0.0115749,0,-335.743,-68.44
0.011575,0,-335.746,-68.448
0.011575,-1.7114,-335.749,-68.4561
0.0115751,-5.13451,-335.751,-68.4642
0.0115751,-8.55791,-335.752,-68.4723
0.0115752,-11.9817,-335.753,-68.4803
0.0115752,-15.4059,-335.754,-68.4884
0.0115753,-18.8305,-335.754,-68.4965
0.0115753,-22.2556,-335.753,-68.5046
0.0115754,-25.681,-335.752,-68.5126
0.0115754,-29.1068,-335.751,-68.5207
0.0115755,-32.533,-335.749,-68.5288
0.0115755,-35.9596,-335.747,-68.5368
0.0115756,-39.3866,-335.744,-68.5449
0.0115756,-42.814,-335.741,-68.553
0.0115757,-46.2418,-335.737,-68.561
0.0115757,-49.6701,-335.733,-68.5691
0.0115758,-53.0987,-335.729,-68.5771
0.0115758,-56.5277,-335.724,-68.5852
0.0115759,-59.9571,-335.719,-68.5933
0.0115759,-63.3869,-335.713,-68.6013
0.011576,-66.8172,-335.707,-68.6094
0.011576,-70.2478,-335.701,-68.6174
0.0115761,-73.6788,-335.694,-68.6255
0.0115761,-77.1102,-335.687,-68.6335
0.0115762,-80.542,-335.68,-68.6416
0.0115762,-83.9742,-335.672,-68.6496
0.0115763,-87.4069,-335.664,-68.6577
0.0115763,-90.8399,-335.656,-68.6657
0.0115764,-94.2733,-335.647,-68.6738
0.0115764,-97.7071,-335.638,-68.6818
0.0115765,-101.141,-335.629,-68.6899
0.0115765,-104.576,-335.619,-68.6979
0.0115766,-108.011,-335.609,-68.706
0.0115766,-111.446,-335.599,-68.714
0.0115767,-114.882,-335.589,-68.722
0.0115767,-118.318,-335.579,-68.7301
0.0115768,-121.755,-335.568,-68.7381
0.0115768,-125.192,-335.557,-68.7462
0.0115769,-128.629,-335.546,-68.7542
0.0115769,-132.067,-335.534,-68.7622
0.011577,-135.505,-335.523,-68.7703
0.011577,-138.944,-335.511,-68.7783
0.0115771,-142.383,-335.499,-68.7863
0.0115771,-145.823,-335.487,-68.7944
0.0115772,-149.262,-335.475,-68.8024
0.0115772,-152.703,-335.462,-68.8104
0.0115773,-156.143,-335.45,-68.8185
0.0115773,-159.584,-335.437,-68.8265
0.0115774,-163.026,-335.424,-68.8345
0.0115774,-166.467,-335.411,-68.8425
0.0115775,-169.91,-335.398,-68.8506
0.0115775,-173.352,-335.385,-68.8586
0.0115776,-176.795,-335.372,-68.8666
0.0115776,-180.239,-335.358,-68.8746
0.0115777,-183.682,-335.345,-68.8826
0.0115777,-187.127,-335.331,-68.8907
0.0115778,-190.571,-335.318,-68.8987
0.0115778,-194.016,-335.304,-68.9067
0.0115779,-197.462,-335.29,-68.9147
0.0115779,-200.907,-335.277,-68.9227
0.011578,-204.353,-335.263,-68.9307
0.011578,-207.8,-335.249,-68.9387
0.0115781,-211.247,-335.236,-68.9468
0.0115781,-214.694,-335.222,-68.9548
0.0115782,-218.142,-335.208,-68.9628
0.0115782,-221.59,-335.194,-68.9708
0.0115783,-225.039,-335.181,-68.9788
0.0115783,-228.488,-335.167,-68.9868
0.0115784,-231.937,-335.154,-68.9948
0.0115784,-235.387,-335.14,-69.0028
0.0115785,-238.837,-335.126,-69.0108
0.0115785,-242.288,-335.113,-69.0188
0.0115786,-245.739,-335.1,-69.0268
0.0115786,-249.19,-335.086,-69.0348
0.0115787,-252.642,-335.073,-69.0428
0.0115787,-256.094,-335.06,-69.0508
0.0115788,-259.547,-335.047,-69.0588
0.0115788,-262.999,-335.034,-69.0668
0.0115789,-266.453,-335.022,-69.0748
0.0115789,-269.907,-335.009,-69.0828
0.011579,-273.361,-334.997,-69.0908
0.011579,-276.815,-334.984,-69.0987
0.0115791,-280.27,-334.972,-69.1067
0.0115791,-283.725,-334.96,-69.1147
0.0115792,-287.181,-334.949,-69.1227
0.0115792,-290.637,-334.937,-69.1307
0.0115793,-294.094,-334.926,-69.1387
0.0115793,-297.551,-334.915,-69.1467
0.0115794,-301.008,-334.904,-69.1546
0.0115794,-304.466,-334.893,-69.1626
0.0115795,-307.924,-334.882,-69.1706
0.0115795,-311.382,-334.872,-69.1786
0.0115796,-314.841,-334.862,-69.1866
0.0115796,-318.301,-334.852,-69.1945
0.0115797,-321.76,-334.843,-69.2025
0.0115797,-325.22,-334.833,-69.2105
0.0115798,-328.681,-334.824,-69.2185
0.0115798,-332.142,-334.816,-69.2264
0.0115799,-335.603,-334.807,-69.2344
0.0115799,-339.065,-334.799,-69.2424
0.01158,-342.527,-334.792,-69.2503
0.01158,-345.989,-334.784,-69.2583
0.0115801,-349.452,-334.777,-69.2663
0.0115801,-352.915,-334.77,-69.2742
0.0115802,-356.379,-334.764,-69.2822
0.0115802,-359.843,-334.758,-69.2902
0.0115803,-363.307,-334.752,-69.2981
0.0115803,-366.772,-334.746,-69.3061
0.0115804,-370.237,-334.741,-69.3141
0.0115804,-373.703,-334.737,-69.322
0.0115805,-377.169,-334.733,-69.33
0.0115805,-380.635,-334.729,-69.3379
0.0115806,-384.102,-334.725,-69.3459
0.0115806,-387.569,-334.722,-69.3538
0.0115807,-391.037,-334.72,-69.3618
0.0115807,-394.505,-334.718,-69.3698
0.0115808,-397.973,-334.716,-69.3777
0.0115808,-401.442,-334.715,-69.3857
0.0115809,-404.911,-334.714,-69.3936
0.0115809,-408.381,-334.714,-69.4016
0.011581,-411.851,-334.714,-69.4095
0.011581,-415.321,-334.714,-69.4174
0.0115811,-418.792,-334.716,-69.4254
0.0115811,-422.263,-334.717,-69.4333
0.0115812,-425.735,-334.719,-69.4413
0.0115812,-429.207,-334.722,-69.4492
0.0115813,-432.679,-334.725,-69.4572
0.0115813,-436.152,-334.729,-69.4651
0.0115814,-439.625,-334.733,-69.473
0.0115814,-443.098,-334.738,-69.481
0.0115815,-446.572,-334.743,-69.4889
0.0115815,-450.047,-334.749,-69.4968
0.0115816,-453.521,-334.756,-69.5048
0.0115816,-456.996,-334.763,-69.5127
0.0115817,-460.472,-334.77,-69.5206
0.0115817,-463.948,-334.778,-69.5286
0.0115818,-467.424,-334.787,-69.5365
0.0115818,-470.901,-334.797,-69.5444
0.0115819,-474.378,-334.807,-69.5524
0.0115819,-477.855,-334.817,-69.5603
0.011582,-481.333,-334.829,-69.5682
0.011582,-484.811,-334.841,-69.5761
0.0115821,-488.29,-334.853,-69.5841
0.0115821,-491.769,-334.867,-69.592
0.0115822,-495.248,-334.88,-69.5999
0.0115822,-498.728,-334.895,-69.6078
0.0115823,-502.209,-334.91,-69.6157
0.0115823,-505.689,-334.926,-69.6237
0.0115824,-509.17,-334.943,-69.6316
0.0115824,-512.652,-334.96,-69.6395
0.0115825,-516.133,-334.978,-69.6474
0.0115825,-519.615,-334.997,-69.6553
0.0115826,-523.098,-335.017,-69.6632
0.0115826,-526.581,-335.037,-69.6711
0.0115827,-530.064,-335.058,-69.6791
0.0115827,-533.548,-335.08,-69.687
0.0115828,-537.032,-335.102,-69.6949
0.0115828,-540.517,-335.126,-69.7028
0.0115829,-544.002,-335.15,-69.7107
0.0115829,-547.487,-335.175,-69.7186
0.011583,-550.973,-335.2,-69.7265
0.011583,-554.459,-335.227,-69.7344
0.0115831,-557.945,-335.254,-69.7423
0.0115831,-561.432,-335.282,-69.7502
0.0115832,-564.92,-335.311,-69.7581
0.0115832,-568.407,-335.341,-69.766
0.0115833,-571.895,-335.371,-69.7739
0.0115833,-575.384,-335.403,-69.7818
0.0115834,-578.873,-335.435,-69.7897
0.0115834,-582.362,-335.468,-69.7976
0.0115835,-585.852,-335.502,-69.8055
0.0115835,-589.342,-335.537,-69.8134
0.0115836,-592.832,-335.572,-69.8212
0.0115836,-596.323,-335.609,-69.8291
0.0115837,-599.814,-335.647,-69.837
0.0115837,-603.306,-335.685,-69.8449
0.0115838,-606.798,-335.724,-69.8528
0.0115838,-610.29,-335.765,-69.8607
0.0115839,-613.783,-335.806,-69.8686
0.0115839,-617.276,-335.848,-69.8764
0.011584,-620.769,-335.891,-69.8843
0.011584,-624.263,-335.935,-69.8922
0.0115841,-627.758,-335.98,-69.9001
0.0115841,-631.252,-336.026,-69.908
0.0115842,-634.748,-336.073,-69.9158
0.0115842,-638.243,-336.121,-69.9237
0.0115843,-641.739,-336.17,-69.9316
0.0115843,-645.235,-336.219,-69.9395
0.0115844,-648.732,-336.27,-69.9473
0.0115844,-652.229,-336.322,-69.9552
0.0115845,-655.727,-336.375,-69.9631
0.0115845,-659.224,-336.429,-69.9709
0.0115846,-662.723,-336.484,-69.9788
0.0115846,-666.221,-336.54,-69.9867
0.0115847,-669.72,-336.597,-69.9945
0.0115847,-673.22,-336.655,-70.0024
0.0115848,-676.72,-336.715,-70.0103
0.0115848,-680.22,-336.775,-70.0181
0.0115849,-683.72,-336.836,-70.026
0.0115849,-687.221,-336.899,-70.0339
0.011585,-690.723,-336.962,-70.0417
0.011585,-694.224,-337.027,-70.0496
0.0115851,-697.727,-337.093,-70.0574
0.0115851,-701.229,-337.159,-70.0653
0.0115852,-704.732,-337.227,-70.0731
0.0115852,-708.235,-337.297,-70.081
0.0115853,-711.739,-337.367,-70.0888
0.0115853,-715.243,-337.438,-70.0967
0.0115854,-718.748,-337.511,-70.1045
0.0115854,-722.253,-337.584,-70.1124
0.0115855,-725.758,-337.659,-70.1202
0.0115855,-729.264,-337.735,-70.1281
0.0115856,-732.77,-337.813,-70.1359
0.0115856,-736.276,-337.891,-70.1438
0.0115857,-739.783,-337.971,-70.1516
0.0115857,-743.29,-338.052,-70.1595
0.0115858,-746.798,-338.134,-70.1673
0.0115858,-750.306,-338.217,-70.1752
0.0115859,-753.814,-338.301,-70.183
0.0115859,-757.323,-338.387,-70.1908
0.011586,-760.832,-338.474,-70.1987
0.011586,-764.342,-338.562,-70.2065
0.0115861,-767.852,-338.652,-70.2143
0.0115861,-771.362,-338.742,-70.2222
0.0115862,-774.873,-338.834,-70.23
0.0115862,-778.384,-338.928,-70.2378
0.0115863,-781.895,-339.022,-70.2457
0.0115863,-785.407,-339.118,-70.2535
0.0115864,-788.919,-339.215,-70.2613
0.0115864,-792.432,-339.314,-70.2691
0.0115865,-795.945,-339.414,-70.277
0.0115865,-799.459,-339.515,-70.2848
0.0115866,-802.972,-339.617,-70.2926
0.0115866,-806.487,-339.721,-70.3004
0.0115867,-810.001,-339.826,-70.3083
0.0115867,-813.516,-339.932,-70.3161
0.0115868,-817.032,-340.04,-70.3239
0.0115868,-820.547,-340.149,-70.3317
0.0115869,-824.064,-340.26,-70.3395
0.0115869,-827.58,-340.372,-70.3474
0.011587,-831.097,-340.485,-70.3552
0.011587,-834.614,-340.6,-70.363
0.0115871,-838.132,-340.716,-70.3708
0.0115871,-841.65,-340.833,-70.3786
0.0115872,-845.169,-340.952,-70.3864
0.0115872,-848.688,-341.073,-70.3942
0.0115873,-852.207,-341.194,-70.402
0.0115873,-855.727,-341.318,-70.4098
0.0115874,-859.247,-341.442,-70.4177
0.0115874,-862.767,-341.568,-70.4255
0.0115875,-866.288,-341.696,-70.4333
0.0115875,-836.233,-341.825,-70.4411
0.0115876,-806.17,-341.955,-70.4489
0.0115876,-776.102,-342.087,-70.4567
0.0115877,-746.027,-342.22,-70.4645
0.0115877,-715.945,-342.354,-70.4723
0.0115878,-685.856,-342.49,-70.4801
0.0115878,-655.763,-342.626,-70.4879
0.0115879,-619.688,-342.764,-70.4956
0.0115879,-573.231,-342.902,-70.5034
0.011588,-526.768,-343.041,-70.5112
0.011588,-480.3,-343.181,-70.519
0.0115881,-433.826,-343.321,-70.5268
0.0115881,-387.346,-343.462,-70.5346
0.0115882,-340.863,-343.603,-70.5424
0.0115882,-294.375,-343.744,-70.5502
0.0115883,-247.884,-343.886,-70.558
0.0115883,-201.391,-344.027,-70.5658
0.0115884,-154.895,-344.168,-70.5735
0.0115884,-108.398,-344.309,-70.5813
0.0115885,-61.8996,-344.45,-70.5891
0.0115885,-15.401,-344.59,-70.5969
0.0115886,0,-344.73,-70.6047
0.0115886,0,-344.869,-70.6124
0.0115887,0,-345.007,-70.6202
0.0115887,0,-345.145,-70.628
0.0115888,0,-345.281,-70.6358
0.0115888,0,-345.418,-70.6435
0.0115889,0,-345.553,-70.6513
0.0115889,0,-345.688,-70.6591
0.011589,0,-345.822,-70.6669
0.011589,0,-345.956,-70.6746
0.0115891,0,-346.088,-70.6824
0.0115891,0,-346.22,-70.6902
0.0115892,0,-346.352,-70.6979
0.0115892,0,-346.483,-70.7057
0.0115893,0,-346.613,-70.7134
0.0115893,0,-346.742,-70.7212
0.0115894,0,-346.871,-70.729
0.0115894,0,-346.999,-70.7367
0.0115895,0,-347.126,-70.7445
0.0115895,0,-347.253,-70.7523
0.0115896,0,-347.379,-70.76
0.0115896,0,-347.504,-70.7678
0.0115897,0,-347.629,-70.7755
0.0115897,0,-347.753,-70.7833
0.0115898,0,-347.876,-70.791
0.0115898,0,-347.999,-70.7988
0.0115899,0,-348.121,-70.8065
0.0115899,0,-348.242,-70.8143
0.01159,0,-348.363,-70.822
0.01159,0,-348.483,-70.8298
0.0115901,0,-348.602,-70.8375
0.0115901,0,-348.721,-70.8453
0.0115902,0,-348.838,-70.853
0.0115902,0,-348.956,-70.8607
0.0115903,0,-349.072,-70.8685
0.0115903,0,-349.188,-70.8762
0.0115904,0,-349.304,-70.884
0.0115904,0,-349.418,-70.8917
0.0115905,0,-349.532,-70.8994
0.0115905,0,-349.645,-70.9072
0.0115906,0,-349.758,-70.9149
0.0115906,0,-349.87,-70.9226
0.0115907,0,-349.981,-70.9304
0.0115907,0,-350.092,-70.9381
0.0115908,0,-350.202,-70.9458
0.0115908,0,-350.311,-70.9536
0.0115909,0,-350.42,-70.9613
0.0115909,0,-350.528,-70.969
0.011591,0,-350.635,-70.9767
0.011591,0,-350.742,-70.9845
0.0115911,0,-350.847,-70.9922
0.0115911,0,-350.953,-70.9999
0.0115912,0,-351.057,-71.0076
0.0115912,0,-351.161,-71.0154
0.0115913,0,-351.265,-71.0231
0.0115913,0,-351.367,-71.0308
0.0115914,0,-351.469,-71.0385
0.0115914,0,-351.571,-71.0462
0.0115915,0,-351.672,-71.0539
0.0115915,0,-351.772,-71.0617
0.0115916,0,-351.871,-71.0694
0.0115916,0,-351.97,-71.0771
0.0115917,0,-352.068,-71.0848
0.0115917,0,-352.165,-71.0925
0.0115918,0,-352.262,-71.1002
0.0115918,0,-352.358,-71.1079
0.0115919,0,-352.454,-71.1156
0.0115919,0,-352.548,-71.1233
0.011592,0,-352.643,-71.131
0.011592,0,-352.736,-71.1387
0.0115921,0,-352.829,-71.1464
0.0115921,0,-352.921,-71.1541
0.0115922,0,-353.013,-71.1618
0.0115922,0,-353.104,-71.1695
0.0115923,0,-353.194,-71.1772
0.0115923,0,-353.284,-71.1849
0.0115924,0,-353.373,-71.1926
0.0115924,0,-353.461,-71.2003
0.0115925,0,-353.549,-71.208
0.0115925,0,-353.636,-71.2157
0.0115926,0,-353.722,-71.2234
0.0115926,0,-353.808,-71.2311
0.0115927,0,-353.893,-71.2387
0.0115927,0,-353.977,-71.2464
0.0115928,0,-354.061,-71.2541
0.0115928,0,-354.144,-71.2618
0.0115929,0,-354.227,-71.2695
0.0115929,0,-354.309,-71.2772
0.011593,0,-354.39,-71.2848
0.011593,0,-354.47,-71.2925
0.0115931,0,-354.55,-71.3002
0.0115931,0,-354.63,-71.3079
0.0115932,0,-354.708,-71.3156
0.0115932,0,-354.786,-71.3232
0.0115933,0,-354.864,-71.3309
0.0115933,0,-354.941,-71.3386
0.0115934,0,-355.017,-71.3463
0.0115934,0,-355.092,-71.3539
0.0115935,0,-355.167,-71.3616
0.0115935,0,-355.241,-71.3693
0.0115936,0,-355.315,-71.3769
0.0115936,0,-355.388,-71.3846
0.0115937,0,-355.46,-71.3923
0.0115937,0,-355.532,-71.3999
0.0115938,0,-355.603,-71.4076
0.0115938,0,-355.673,-71.4152
0.0115939,0,-355.743,-71.4229
0.0115939,0,-355.812,-71.4306
0.011594,0,-355.881,-71.4382
0.011594,0,-355.949,-71.4459
0.0115941,0,-356.016,-71.4535
0.0115941,0,-356.082,-71.4612
0.0115942,0,-356.148,-71.4688
0.0115942,0,-356.214,-71.4765
0.0115943,0,-356.279,-71.4841
0.0115943,0,-356.343,-71.4918
0.0115944,0,-356.406,-71.4994
0.0115944,0,-356.469,-71.5071
0.0115945,0,-356.531,-71.5147
0.0115945,0,-356.593,-71.5224
0.0115946,0,-356.654,-71.53
0.0115946,0,-356.714,-71.5377
0.0115947,0,-356.774,-71.5453
0.0115947,0,-356.833,-71.553
0.0115948,0,-356.892,-71.5606
0.0115948,0,-356.949,-71.5682
0.0115949,0,-357.007,-71.5759
0.0115949,0,-357.063,-71.5835
0.011595,0,-357.119,-71.5911
0.011595,0,-357.175,-71.5988
0.0115951,0,-357.229,-71.6064
0.0115951,0,-357.284,-71.614
0.0115952,0,-357.337,-71.6217
0.0115952,0,-357.39,-71.6293
0.0115953,0,-357.442,-71.6369
0.0115953,0,-357.494,-71.6446
0.0115954,0,-357.545,-71.6522
0.0115954,0,-357.596,-71.6598
0.0115955,0,-357.645,-71.6674
0.0115955,0,-357.695,-71.6751
0.0115956,0,-357.743,-71.6827
0.0115956,0,-357.791,-71.6903
0.0115957,0,-357.839,-71.6979
0.0115957,0,-357.885,-71.7055
0.0115958,0,-357.931,-71.7132
0.0115958,0,-357.977,-71.7208
0.0115959,0,-358.022,-71.7284
0.0115959,0,-358.066,-71.736
0.011596,0,-358.11,-71.7436
0.011596,0,-358.153,-71.7512
0.0115961,0,-358.196,-71.7588
0.0115961,0,-358.237,-71.7664
0.0115962,0,-358.279,-71.7741
0.0115962,0,-358.319,-71.7817
0.0115963,0,-358.359,-71.7893
0.0115963,0,-358.399,-71.7969
0.0115964,0,-358.438,-71.8045
0.0115964,0,-358.476,-71.8121
0.0115965,0,-358.514,-71.8197
0.0115965,0,-358.551,-71.8273
0.0115966,0,-358.587,-71.8349
0.0115966,0,-358.623,-71.8425
0.0115967,0,-358.658,-71.8501
0.0115967,0,-358.693,-71.8577
0.0115968,0,-358.727,-71.8653
0.0115968,0,-358.76,-71.8729
0.0115969,0,-358.793,-71.8805
0.0115969,0,-358.825,-71.888
0.011597,0,-358.857,-71.8956
0.011597,0,-358.888,-71.9032
0.0115971,0,-358.918,-71.9108
0.0115971,0,-358.948,-71.9184
0.0115972,0,-358.978,-71.926
0.0115972,0,-359.006,-71.9336
0.0115973,0,-359.034,-71.9412
0.0115973,0,-359.062,-71.9487
0.0115974,0,-359.089,-71.9563
0.0115974,0,-359.115,-71.9639
0.0115975,0,-359.141,-71.9715
0.0115975,0,-359.166,-71.9791
0.0115976,0,-359.19,-71.9866
0.0115976,0,-359.214,-71.9942
0.0115977,0,-359.237,-72.0018
0.0115977,0,-359.26,-72.0094
0.0115978,0,-359.282,-72.0169
0.0115978,0,-359.304,-72.0245
0.0115979,0,-359.325,-72.0321
0.0115979,0,-359.345,-72.0396
